Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
,,Inquire Types,Insecta,Phthiraptera,Menoponidae,"Actornithophilus funebre candidus Carriker, 1949",Holotype,1949. Proceedings of the United States National Museum. 100 (3254): 17.,Actornithophilus piceus piceus,1 Female,Slide,,,United States,Guam,[Not Stated],[Not Stated],,13.5,144.8,,"Baker, R. H.",25 May 1945 (Unknown),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,1/9/2014 20:25,http://n2t.net/ark:/65665/318ffbaf1-7313-46c7-86a4-dd1cf499183a
,,Inquire Types,Insecta,Phthiraptera,Menoponidae,"Actornithophilus hirsutus Carriker, 1954",Holotype,"1954. Florida Entomologist. 37 (3): 139, Fig. 1.",Unknown umbrinus,1 Female,Slide,,,United States,Kansas,Douglas,Lawrence; 2.6 miles northeast,,38.9942,-95.21,,"Farner, D. S.",25 May 1946 (Unknown),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,1/9/2014 20:25,http://n2t.net/ark:/65665/3805819ff-4bfe-482d-beec-3bff898693aa
,,Inquire Types,Insecta,Phthiraptera,Menoponidae,"Actornithophilus mexicanus Emerson, 1953",Holotype,"1953. Journal of the Kansas Entomological Society. 26: 134, Fig. 4.",,1 Male,Slide,,,United States,Arizona,Pima,Tucson,,32.2217,-110.926,,"Phillips, A. R.",18 May 1933 (Unknown),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,1/9/2014 20:25,http://n2t.net/ark:/65665/30c0ebeac-576f-4cb0-b8f4-95afddef9ef6
,,Entomology Types,Insecta,Lepidoptera,Pyralidae,"Actrix dissimulatrix Heinrich, 1956",Syntype,,,Adult,Pinned,,,United States,Virginia,Virginia Beach,Cape Henry,,36.9315,-76.0199,,,([Not Stated]),1,"Reviewed, 2019, Reviewed by Alma Solis, USDA ARS.",,,,,,,,9/18/2019 21:22,http://n2t.net/ark:/65665/3f7173ba1-ca3f-4beb-a806-a652ade491ad
,,Entomology Types,Insecta,Coleoptera,Carabidae,"Acupalpus (Anthracus) punctulatus Hatch, 1953",Holotype,185,,Adult Female,Pinned,,,United States,Oregon,Washington,Forest Grove,,45.5197,-123.111,,[Not Stated],27 Apr 1941 (IV-27-41),1,"Data submitted by specialist, Sep 2012.",,,,,,,,4/29/2013 14:23,http://n2t.net/ark:/65665/31bfa3886-674d-4f5a-b6fd-705ed185817f
,,Entomology Types,Insecta,Coleoptera,Carabidae,"Acupalpus curtipennis Casey, 1924",Holotype,Lindroth. 1975.,,1 Adult Female,Pinned,,,United States,Illinois,Cook,"Eggers Hills and Chicago, and adjacent Indiana",,41.85,-87.6501,,Walcott; Ryan,([Not Stated]),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:53,http://n2t.net/ark:/65665/379c82948-5d06-43ca-adeb-dd1ecd5a23b1
,,Entomology Types,Insecta,Coleoptera,Carabidae,"Acupalpus expertus Casey, 1914",Lectotype,Casey. A Revision of the Nearctic Harpalinae. Memoirs on the Coleoptera V. 267.,,1 Adult Female,Pinned,,,United States,Rhode Island,Washington,"Casey Farm; Boston Neck, North Kingston",,41.457,-71.437,,[Not Stated],14 Jul 1888,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:42,http://n2t.net/ark:/65665/3f4373884-eff8-4314-a140-a043c6e261a6
,,Entomology Types,Insecta,Coleoptera,Carabidae,"Acupalpus nanellus Casey, 1914",Lectotype,Casey. A Revision of the Nearctic Harpalinae. Memoirs on the Coleoptera V. 268.,,1 Adult Female,Pinned,,,United States,Rhode Island,Washington,"Casey Farm; Boston Neck, North Kingston",,41.457,-71.437,,[Not Stated],14 Jul 1888,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:42,http://n2t.net/ark:/65665/31926e36a-03f1-44ff-8bdd-ac708021e2f2
,,Entomology Types,Insecta,Coleoptera,Carabidae,"Acupalpus subrectus Casey, 1924",Lectotype,Casey. Additions to the known Coleoptera of North America. Memoirs on the Coleoptera XI. 143.,,1 Adult Female,Pinned,,,United States,Illinois,Cook,"Eggers, Beverly Hills and Chicago and adjacent parts of Indiana",,41.712,-87.672,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:41,http://n2t.net/ark:/65665/3a234196e-df4c-4ba1-9032-e9641d9874d4
,,Entomology Types,Insecta,Coleoptera,Carabidae,"Acupalpus trivialis Casey, 1914",Lectotype,Casey. A Revision of the Nearctic Harpalinae. Memoirs on the Coleoptera V. 268.,,1 Adult Female,Pinned,,,United States,New York,Clinton,Bluff Point; Lake Champlain: 3 miles below Plattsburgh,,44.6453,-73.4344,,"Casey, T. L.",Jul-12,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:41,http://n2t.net/ark:/65665/35ed5ba50-8057-42f4-be14-c4dccd50fea9
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Acusana prostrata Delong,Holotype,,,,,,,United States,Arizona,Yavapai,Yarnell Heights,,34.2225,-112.75,,Oman,29-Jun-33,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:59,http://n2t.net/ark:/65665/315c20dff-6ea9-4761-97ee-566287313dcb
,,Inquire Types,Insecta,Hemiptera,Membracidae,"Acutalis inornata Ball, 1905",Syntype,,,2,,,,United States,Florida,[Not Stated],Biscayne Bay,,25.5658,-80.2164,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,4/6/2017 20:32,http://n2t.net/ark:/65665/3b99b700d-18d0-4657-8b37-8d3b2782c51c
,,Inquire Types,Insecta,Hemiptera,Diaspididae,"Acutaspis morrisonorum Kosztarab, 1963",Holotype,,,,,,,United States,Ohio,Wayne,Wooster; Arboretum,,40.7769,-81.9164,,"Kosztarab, M.","7 Jul 1960 (JULY 7, 1960)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:26,http://n2t.net/ark:/65665/3f03e2f78-a6af-49cd-9c12-580f082bb2b0
,,Inquire Types,Insecta,Hemiptera,Diaspididae,Acutaspis perseae,Type,,"Ponana (Neopana) avena Delong & Freytag, 1967",,Slide,,,United States,Florida,Levy,Cedar Key,,29.1456,-83.0417,,[Not Stated],"23 Feb 1880 (FEB. 23, 1880)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:46,http://n2t.net/ark:/65665/3862bbbe9-cd95-45bb-99b3-1f5cee4a99a9
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus abjectus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 81.,,1 Adult Male,Pinned,,,United States,Texas,Travis,Tex.: Austin-on the Colorado River above Columbus,,,,,W.,([Not Stated]),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/37f40590f-695e-4a48-a5f2-0bc206a4023e
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",,,,,,,,United States,Texas,,Galveston; Tex.,,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,3/4/2011 15:05,http://n2t.net/ark:/65665/3b6651ea2-84f9-45d2-a1a8-a127b979d2bd
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",,,,,,,,United States,Texas,Travis,Tex.: Austin; on the Colorado River above Columbus,,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:07,http://n2t.net/ark:/65665/37d1e0a4a-156e-4d6f-a909-2a4f4fd50933
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",,,,,,,,United States,Texas,Travis,Tex.: Austin; on the Colorado River above Columbus,,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:19,http://n2t.net/ark:/65665/3cccd4057-80d8-4a9d-a719-6846d9d19031
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",,,,,,,,United States,Texas,Travis,Tex.: Austin; on the Colorado River above Columbus,,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:43,http://n2t.net/ark:/65665/3b3da5cd9-60f6-4a0d-82a1-3f7adc1cbefa
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",,,,,,,,United States,Texas,Travis,Tex.: Austin; on the Colorado River above Columbus,,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:36,http://n2t.net/ark:/65665/3a50904d9-ed6d-457f-9c98-f313b6c7ad74
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",,,,,,,,United States,Texas,Travis,Tex.: Austin; on the Colorado River above Columbus,,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:33,http://n2t.net/ark:/65665/376842c80-d217-4198-bd8d-45e794994d06
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",,,,,,,,United States,Texas,,Galveston; Tex.,,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,3/4/2011 15:05,http://n2t.net/ark:/65665/3853cd49a-8069-4e1a-8535-3180fcbe1f18
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus calcaratus Casey, 1889",Lectotype,Casey. 1889. Annals of the New York Academy of Sciences. 5: 117.,,1 Adult Male,Pinned,,,United States,Texas,,Galveston; Tex.,,,,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:28,http://n2t.net/ark:/65665/3a61ddff1-a09c-4721-a9e9-a0b08f8a25b3
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus carbonarius Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 77.,,1 Adult Female,Pinned,,,United States,Florida,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/38cb3599e-51aa-4c00-8598-5e10328d55a4
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus confusus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 82.,,1 Adult Male,Pinned,,,United States,Louisiana,Rapides,Alexandria,,31.2928,-92.4592,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/39b8ac36c-c651-4281-986b-6e20338c366c
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus digestus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 79.,,1 Adult Male,Pinned,,,United States,North Carolina,Moore,Southern Pines,,35.174,-79.3923,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/3b03517bf-b2bc-4835-91a6-3b877728d15d
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus ellipticus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 84.,,1 Adult Female,Pinned,,,United States,Texas,,[Not Stated],,,,,[Not Stated],([Not stated]),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/3d9e0d294-ac5a-4c53-8ca4-e999170a9c05
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus ergoti Casey, 1889",,,,,,,,United States,Pennsylvania,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:49,http://n2t.net/ark:/65665/30fb108df-e992-4f52-a661-94c6a1c56a64
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus ergoti Casey, 1889",,,,,,,,United States,Pennsylvania,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:33,http://n2t.net/ark:/65665/3f92926d0-9b17-4c90-b018-25a3acdce33b
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus ergoti Casey, 1889",,,,,,,,United States,Iowa,Lee,Keokuk and vicinity,,40.4025,-91.3944,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:30,http://n2t.net/ark:/65665/34d102097-1249-4042-8a50-7bf38fb89f63
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus ergoti Casey, 1889",,,,,,,,United States,Delaware,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:19,http://n2t.net/ark:/65665/3de910a6d-5d71-4d6c-9cf1-0d42439a492d
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus ergoti Casey, 1889",Lectotype,Casey. 1889. Annals of the New York Academy of Sciences. 5: 119.,,1 Adult Male,Pinned,,,United States,Iowa,Lee,Keokuk and vicinity,,40.4025,-91.3944,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:28,http://n2t.net/ark:/65665/3b281a62a-5e4d-46f6-9391-0bc2a3a1bdda
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus eximius Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:34,http://n2t.net/ark:/65665/35ccf6e9e-9c27-4111-b33e-26f32102ddfb
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus eximius Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:46,http://n2t.net/ark:/65665/32f3c3a69-d786-4111-8bb3-27babbe9cfe5
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus eximius Casey, 1916",Lectotype,Casey. 1916. Memoirs on the Coleoptera. 7: 81.,,1 Adult Female,Pinned,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:28,http://n2t.net/ark:/65665/3a932482f-ac71-4579-8d2e-b5102ce61284
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus extricatus Casey, 1889",Type,Casey. 1889. Annals of the New York Academy of Sciences. 5: 118.,,1 Adult,Pinned,,,United States,Texas,,Columbus,,,,,[Not Stated],([Not Stated]),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/3a7dffafb-f2e2-4cfb-8d91-f8c03fdd8d2f
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus humilis Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 84.,,1 Adult Female,Pinned,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/3e92d9d6f-5011-493c-980e-8e5b9bebb14b
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus integer Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 78.,,1 Adult Male,Pinned,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/32a8c8916-d2de-486f-b261-2834f655d3b3
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus morosus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 76.,,1 Adult Female,Pinned,,,United States,Florida,Palm Beach,Lake Worth,,26.6197,-80.0586,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/35a3f1908-0715-4b11-bf9d-742323f2202d
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus nebulosus Casey, 1889",,,,,,,,United States,California,Imperial,Fort Yuma,,32.7322,-114.618,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,3/4/2011 14:36,http://n2t.net/ark:/65665/39e7078f8-ecfd-45a1-bca2-f23f079bda0e
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus nebulosus Casey, 1889",,,,,,,,United States,California,Imperial,Fort Yuma,,32.7322,-114.618,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,3/4/2011 14:36,http://n2t.net/ark:/65665/30abd96c7-5a09-400d-aad3-0a193df04576
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus nebulosus Casey, 1889",,,,,,,,United States,California,Imperial,Fort Yuma,,32.7322,-114.618,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,3/4/2011 14:36,http://n2t.net/ark:/65665/35a1e7082-f25b-49aa-9e70-1b9bdbb37365
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus nebulosus Casey, 1889",Lectotype,Casey. 1889. Annals of the New York Academy of Sciences. 5: 121.,,1 Adult Male,Pinned,,,United States,California,Imperial,Fort Yuma,,32.7322,-114.618,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:28,http://n2t.net/ark:/65665/3c460f0c2-7ed0-433e-8be8-999719219802
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus ovulatus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 77.,,1 Adult Female,Pinned,,,United States,Florida,Miami-Dade,Haulover,,25.9112,-80.1213,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/34e242f29-9e59-494a-ae10-2e8f645eeba3
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus piceus Casey, 1889",Type,Casey. 1889. Annals of the New York Academy of Sciences. 5: 120.,,1 Adult Male,Pinned,,,United States,District of Columbia,,[Not Stated],,38.8951,-77.0364,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/346b00d84-8a7f-4a86-b6ef-a5a1ed862d92
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus pugetanus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 79.,,1 Adult Female,Pinned,,,United States,Washington,Yakima,North Yakima,,46.6194,-120.511,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/3d16c35f0-54dc-4ec6-9d1b-ae5a182b3ef7
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus socialis Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:29,http://n2t.net/ark:/65665/3333bd827-cf43-4e93-ad38-aac07c3b4455
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus socialis Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:45,http://n2t.net/ark:/65665/328586f23-2c21-4044-8f75-eb8afe8f7fae
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus socialis Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:17,http://n2t.net/ark:/65665/3d2299365-8400-425d-8940-c3697cb0ec8d
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus socialis Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:28,http://n2t.net/ark:/65665/3f013437a-2c06-4a58-99ed-1dd2cdb9d171
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus socialis Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:37,http://n2t.net/ark:/65665/3b7c1a9b5-fb25-4c82-b351-ac7c5f65da7a
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus socialis Casey, 1916",,,,,,,,United States,Texas,,Brownsville; Tex,,,,,W.,([Not Stated]),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:31,http://n2t.net/ark:/65665/3e31ac615-7b69-4694-b3cf-497a688037b5
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus socialis Casey, 1916",Lectotype,Casey. 1916. Memoirs on the Coleoptera. 7: 82.,,1 Adult Male,Pinned,,,United States,Texas,,Brownsville; Texas,,,,,Wickham,,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:28,http://n2t.net/ark:/65665/3e2ee72c8-ac7a-406a-bd7c-008c0fe5b256
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus texanus Casey, 1916",,,,,,,,United States,Texas,,Columbus,,,,,[Not Stated],([Not Stated]),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,3/4/2011 15:06,http://n2t.net/ark:/65665/36e847d08-38a6-4215-8d43-7709501a1ef1
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus texanus Casey, 1916",Lectotype,Casey. 1916. Memoirs on the Coleoptera. 7: 83.,,1 Adult Female,Pinned,,,United States,Texas,,Columbus,,,,,[Not Stated],([Not Stated]),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:28,http://n2t.net/ark:/65665/38dc3a9d8-5f03-496c-bd72-5ff839227567
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus vacivus Casey, 1916",Lectotype,Casey. 1916. Memoirs on the Coleoptera. 7: 76.,,1 Adult,Pinned,,,United States,Florida,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:28,http://n2t.net/ark:/65665/3ae58e465-6611-46eb-bd53-2afd15142aed
,,Inquire Types,Insecta,Coleoptera,Phalacridae,"Acylomus vacivus Casey, 1916",,,,,,,,United States,Florida,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 12:39,http://n2t.net/ark:/65665/3d0ffcf53-1639-4c4d-a6de-1dd48e7ad22e
,,Entomology Types,Insecta,Coleoptera,Phalacridae,"Acylomus vividus Casey, 1916",Type,Casey. 1916. Memoirs on the Coleoptera. 7: 77.,,1 Adult Female,Pinned,,,United States,Florida,Seminole,Sanford,,28.7894,-81.2756,,"B., W. S.",,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:47,http://n2t.net/ark:/65665/3c2f16b3e-d6ba-463c-9c28-6cbc6205e5a3
,,Entomology Types,Insecta,Coleoptera,Staphylinidae,"Acylophorus fallax Smetana, 1971",Holotype,Smetana. 1971. Memoirs of the Entomological Society of Canada. 79: 254.,,1 Adult,Pinned,,,United States,Florida,Orange,[Not Stated],,28.5,-81.25,,"Loe, W. M.",2 Jul 1929 (VII-2-29),1,"Data submitted by specialist, Sep 2012.",,,,,,,,9/28/2012 22:44,http://n2t.net/ark:/65665/383404f83-4d81-4eec-a7d6-7991acbc2825
,,Entomology Types,Insecta,Coleoptera,Staphylinidae,"Acylophorus longicornis Casey, 1915",Type,Casey. Studies in Some Staphylinid Genera of North America. Memoirs on the Coleoptera VI. 427.,,1 Adult Male,Pinned,,,United States,New York,Kings,near New York City; (Brooklyn),,40.7143,-74.006,,"Smith, H. H.",,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:55,http://n2t.net/ark:/65665/32bc3ed2f-71c5-4b89-8899-ec51c7c92bf5
,,Entomology Types,Insecta,Coleoptera,Staphylinidae,"Acylophorus longistylus Casey, 1915",Type,Casey. Studies in Some Staphylinid Genera of North America. Memoirs on the Coleoptera VI. 426.,,1 Adult Male,Pinned,,,United States,Florida,Volusia,Enterprise,,28.8692,-81.2667,,[Not Stated],(May 21),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:55,http://n2t.net/ark:/65665/334795f83-782d-4544-9991-b8f98ea6a51e
399054,USNMENT00399054,Entomology Types,Insecta,Hemiptera,Aphididae,"Acyrthosiphon bidenticola Smith, 1960",,,,,Slide,,,United States,Puerto Rico,Sabana Grande,"Bosque Estatal de Maricao, Maricao Forest, kilometer 15 of Maricao - Sabana Grande Road",,18.1247,-66.975,,"Smith, C. F.; Martorell; Perez",10-Mar-55,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:28,http://n2t.net/ark:/65665/39210214c-d179-4333-b1f0-a185450f3d22
399054 .001,USNMENT00399054.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Acyrthosiphon bidenticola Smith, 1960",Holotype,"Smith, C. F. 1960. New species of Aphidae: Homoptera from Puerto Rico. Journal of the Agricultural University of Puerto Rico. 44: 157-162.",,Adult Female; Wings Apterous,Slide section,,,United States,Puerto Rico,Sabana Grande,"Bosque Estatal de Maricao, Maricao Forest, kilometer 15 of Maricao - Sabana Grande Road",,18.1247,-66.975,,"Smith, C. F.; Martorell; Perez",10-Mar-55,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:33,http://n2t.net/ark:/65665/3fb7f7b82-991b-4f54-8358-f94bb802560e
399054 .002,USNMENT00399054.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Acyrthosiphon bidenticola Smith, 1960",,,,Adult Female; Wings Apterous,Slide section,,,United States,Puerto Rico,Sabana Grande,"Bosque Estatal de Maricao, Maricao Forest, kilometer 15 of Maricao - Sabana Grande Road",,18.1247,-66.975,,"Smith, C. F.; Martorell; Perez",10-Mar-55,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/3b58f1ab8-d02e-461c-8780-37889399025b
USNMENT   871202,USNMENT00871202,Entomology Types,Insecta,Hemiptera,Tingidae,Acysta perseae Heidemann,Syntype,,,1 Adult Male,Pinned,,,United States,Florida,Miami-Dade,Miami,,25.7753,-80.2089,,[Not Stated],Feb 1925 (25/2),1,"Reviewed, 17 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,4/13/2017 14:11,http://n2t.net/ark:/65665/3c927678c-8f0d-4595-8362-25411faf7c29
